ID,item_cnt_month
159,0.17763725
160,0.87405086
161,0.24454618
162,0.64080846
163,0.6741619
164,0.5016433
165,0.109775394
166,0.3323986
167,0.031370282
168,0.46832365
169,0.14908504
170,0.21631733
171,0.60694516
172,0.106556386
173,1.8300682
174,1.3845658
175,2.5296693
176,1.2346652
177,0.5841242
178,0.21537662
179,0.14499906
180,2.0081553
181,0.13933954
182,0.11014134
183,0.18279025
184,0.1098257
185,0.017258763
186,0.1398133
187,0.1116668
188,0.43902847
189,0.43902847
190,0.25952917
191,0.5704015
192,0.74508876
193,0.11159077
194,0.25856054
195,0.13964304
196,0.6139886
197,3.4742348
198,1.2223953
199,2.7415962
200,0.0
201,2.7415962
202,0.08451998
203,0.9575993
204,0.097458154
205,0.52607566
206,0.3430491
207,0.09271625
208,1.6846213
209,0.4004176
210,0.16098961
211,0.07910374
212,0.031370282
213,0.25186896
214,0.039010406
215,0.081365734
216,0.24304944
217,0.054998994
218,1.3050108
219,0.4971621
220,0.20645794
221,4.786958
222,3.3122256
223,0.81462556
224,1.8483682
225,0.2732881
226,0.69194037
227,0.14284948
228,0.15665236
229,0.2849559
230,5.0764384
231,0.64281476
232,0.043213487
233,0.13891119
234,0.03867829
235,0.039227962
236,0.44388947
237,0.48464748
238,0.21693814
239,0.23744103
240,0.38278052
241,0.07333073
242,0.10646269
243,6.040203
244,0.38306427
245,0.2623244
246,1.4664333
247,0.6193814
248,0.33609033
249,0.06851393
250,0.751036
251,0.29200205
252,0.2558273
253,0.8994569
254,0.39072096
255,4.818078
256,0.5948333
257,0.20544961
258,0.34006432
259,0.13985759
260,0.033203185
261,0.111377984
262,0.18558031
263,0.012325674
264,0.10026017
265,0.5956701
266,0.06324467
267,0.18572363
268,0.79946554
269,0.29095054
270,1.2279096
271,0.149575
272,0.13353845
273,1.0579914
274,13.72792
275,0.11628747
276,0.14367506
277,1.2471097
278,0.4082813
279,0.64414614
280,0.23397598
281,0.105987966
282,0.06498027
283,0.45054185
284,0.28483745
285,0.13297254
286,0.08599979
287,0.899424
288,0.11974946
289,0.24494043
290,0.029221833
291,0.13916484
292,0.37244114
293,0.06022638
294,0.6322133
295,1.0868864
296,0.23470187
297,0.23230207
298,0.017258763
299,0.33764315
300,0.16688162
301,0.6802701
302,0.94133717
303,0.5445426
304,0.036503017
305,0.056631953
306,0.24104968
307,0.2069915
308,0.17415258
309,0.8125273
310,0.6185513
311,0.4027807
312,0.57565886
313,0.26998144
314,0.024459928
315,0.8093355
316,0.2784003
317,2.4536653
318,0.06978968
319,0.1676695
320,0.40856272
321,0.042508543
322,0.67566514
323,0.11311519
324,0.36898994
325,0.5163699
326,0.15619901
327,0.13749132
328,0.23400515
329,0.22172472
330,0.2266118
331,0.059925914
332,0.08962956
333,0.22007662
334,0.39029986
335,0.17999697
336,0.27004302
337,0.49091402
338,0.15973601
339,0.6320314
340,0.08525717
341,0.117311716
342,0.69125605
343,0.710599
344,0.13620195
345,0.06731069
346,4.639182
347,3.1756608
348,0.0652903
349,0.4169224
350,0.14680204
351,1.3056984
352,0.06354323
353,0.22599679
354,0.44822064
355,0.37904835
356,0.59219617
357,0.9440277
358,0.27870446
359,0.6011817
360,0.7542559
361,5.607072
362,0.95540524
363,1.3058214
364,0.6648504
365,0.56025916
366,0.6812397
367,0.038570613
368,0.105825335
369,0.49848175
370,0.5035549
371,1.0424492
372,0.79252756
373,0.5338866
374,1.914357
375,2.1882265
376,1.1958649
377,0.21889466
378,0.48202187
379,0.29365534
380,2.0813715
381,0.53904027
382,0.54104686
383,0.24315631
384,1.3839085
385,0.19312188
386,0.52989763
387,0.78713
388,0.14198813
389,0.08900744
390,0.019659996
391,0.17301959
392,0.072157025
393,0.49635756
394,0.059045106
395,0.0133116245
396,2.1243029
397,0.9302262
398,0.057135582
399,0.21062306
400,0.3974036
401,0.30216512
402,2.316382
403,3.2016706
404,1.1535883
405,0.09521496
406,0.31035253
407,0.0
408,0.17384914
409,3.8698742
410,0.43661332
411,1.5044873
412,0.31289506
413,0.51353174
414,0.043847173
415,3.4137917
416,2.8825128
417,3.8698742
418,4.959368
419,0.43661332
420,0.38371894
421,2.1315334
422,0.32160282
423,0.79399514
424,0.2516074
425,0.21414432
426,4.2041802
427,0.50489354
428,0.8711685
429,0.21568733
430,1.1482877
431,0.5787879
432,0.04533142
433,0.09454247
434,0.079224676
435,0.9096223
436,0.03214109
437,0.7578739
438,0.32107228
439,0.35316333
440,0.12824747
441,0.19809267
442,0.5846952
443,0.12855878
444,0.2793169
445,0.6028149
446,0.2636524
447,0.21280095
448,0.26820108
449,0.45246583
450,0.18479621
451,0.18279737
452,0.19027159
453,0.197792
454,0.42633867
455,0.1348038
456,0.5049549
457,0.01651445
458,1.5797817
459,0.86085486
460,18.569517
461,0.7689626
462,0.389934
463,0.30277658
464,0.71319896
465,0.5351763
466,0.2916522
467,0.44995746
468,0.23688686
469,0.17655128
470,0.21063724
471,0.08703777
472,0.06839621
473,0.024063557
474,0.6914111
475,0.8159454
476,0.04437095
477,0.19349453
478,0.0077274144
479,0.23539066
480,0.123247266
481,0.123247266
482,0.13315162
483,0.23453411
484,0.5661218
485,0.4198779
486,0.45817462
487,0.29382282
488,0.21558091
489,2.7033277
490,0.2853651
491,0.123247266
492,1.0867376
493,0.012225449
494,0.3907529
495,0.0624125
496,0.11335841
497,6.224239
498,3.7878847
499,0.5819069
500,6.212612
501,0.4431721
502,0.37573153
503,0.05169633
504,0.97712237
505,0.7215571
506,0.8007283
507,0.09287611
508,0.51649606
509,0.17744383
510,0.23624915
511,0.12892446
512,0.12250462
513,0.43661332
514,0.049578547
515,6.224239
516,0.15350434
517,0.4838387
518,0.6761041
519,0.49434125
520,0.36773002
521,0.14345533
522,0.7491586
523,0.75768846
524,0.15735742
525,0.5214571
526,0.1771577
527,0.16544953
528,0.020648003
529,0.041700363
530,0.46387315
531,0.26317513
532,0.11043921
533,0.08877826
534,0.015276313
535,0.061339676
536,4.2041802
537,0.06978968
538,0.13130388
539,0.12607688
540,0.93914795
541,3.8698742
542,0.07349476
543,0.16379535
544,0.09660834
545,0.038088888
546,0.17996016
547,0.11266568
548,0.17771402
549,0.121454895
550,0.0
551,0.33135232
552,0.82387024
553,0.19364923
554,0.062456816
555,0.23956159
556,0.14351907
557,0.18603519
558,0.015975207
559,0.16141605
560,0.109719336
561,0.6342888
562,0.13473329
563,0.041388065
564,0.005516678
565,0.10679817
566,0.16614342
567,0.07219413
568,0.3629477
569,0.20030993
570,0.18480259
571,0.38951433
572,1.1088009
573,0.13209116
574,0.017959297
575,0.064037204
576,0.29900634
577,0.43661332
578,4.0940695
579,0.15589967
580,0.0
581,0.0019342005
582,0.01670894
583,0.0
584,0.59469736
585,0.18999666
586,0.06354323
587,1.3471909
588,3.5945907
589,0.56245
590,1.4208255
591,1.027571
592,3.443132
593,0.062328964
594,0.17104793
595,0.21895722
596,0.1471344
597,0.02882427
598,0.04600072
599,0.070075184
600,0.10584968
601,0.33590075
602,0.016571343
603,0.020702362
604,0.11526868
605,0.054951847
606,0.16406965
607,0.34593046
608,0.042317897
609,0.415058
610,0.34407392
611,0.76665235
612,0.0
613,0.0
614,0.017959297
615,1.2111826
616,1.0630507
617,0.38225478
618,0.40611106
619,0.048362464
620,0.17701823
621,6.212612
622,1.1458039
623,0.63419545
624,0.7167918
625,0.19065073
626,0.3463841
627,0.2037124
628,0.1264495
629,0.22740331
630,0.123876005
631,0.00027298927
632,0.3004475
633,0.13358817
634,0.6693504
635,0.21238801
636,0.50719
637,0.13530478
638,0.1596432
639,0.06061718
640,0.5029419
641,0.7926408
642,0.23348877
643,0.04578498
644,0.07081649
645,0.50719
646,0.528686
647,0.032860488
648,0.033275515
649,0.24892166
650,0.21373907
651,0.91851205
652,0.7818085
653,0.11040881
654,0.24998507
655,0.24138245
656,1.0940781
657,0.10301283
658,0.039021015
659,0.065149605
660,0.442123
661,0.1959312
662,0.0013327897
663,0.6575854
664,0.096524924
665,0.38729405
666,0.0970242
667,0.50719
668,0.8054011
669,0.5286495
670,0.030506521
671,0.11599219
672,0.040028423
673,0.38780254
674,0.05890873
675,0.3084619
676,0.6286504
677,0.38608694
678,0.37013167
679,0.15467322
680,0.007880956
681,0.07395172
682,0.065461546
683,0.0
684,0.8054011
685,0.771597
686,0.5149764
687,0.9969174
688,0.1876069
689,0.059925914
690,0.064688265
691,0.11610979
692,0.13155386
693,0.11638433
694,0.12769344
695,0.599265
696,0.059045106
697,0.13506526
698,0.2467818
699,0.5513969
700,2.2243536
701,0.059045106
702,1.3942814
703,1.3942814
704,0.03180167
705,0.39990202
706,0.045245767
707,0.12123987
708,0.18367836
709,1.6936884
710,0.7432159
711,0.41713583
712,0.084400326
713,0.65148395
714,0.29724255
715,0.12281087
716,0.30705988
717,0.14684147
718,0.01670894
719,0.78551394
720,0.12646735
721,0.4450298
722,0.41816995
723,1.939617
724,0.07710332
725,0.3039892
726,1.1798654
727,1.7046423
728,0.059045106
729,1.4218519
730,0.0922786
731,0.086672366
732,1.2902399
733,0.60499656
734,1.4345255
735,0.1287294
736,0.39311972
737,0.36592895
738,0.19714412
739,0.18079886
740,0.11668125
741,0.12595624
742,0.11479467
743,0.8652361
744,0.61646366
745,0.64046633
746,0.565957
747,0.61646366
748,0.9247422
749,0.23171419
750,0.22473836
751,0.03271869
752,0.30224788
753,0.1798178
754,1.1190443
755,0.7239483
756,0.060108453
757,0.2360821
758,0.042771548
759,0.26062387
760,0.7559386
761,0.35401973
762,0.24652407
763,2.2686691
764,0.16702968
765,0.25868776
766,0.17996743
767,0.5076479
768,0.6944079
769,0.58850193
770,0.83496106
771,0.014223993
772,0.9075725
773,0.31214386
774,0.372293
775,0.21924648
776,0.58928055
777,0.7863053
778,0.08478442
779,0.26559293
780,0.059045106
781,1.4430237
782,0.756685
783,0.88380384
784,0.059045106
785,2.0079646
786,2.2720444
787,1.0354636
788,0.38237438
789,0.59976745
790,0.059045106
791,0.059045106
792,0.059045106
793,4.7845488
794,0.059045106
795,0.5829704
796,0.58322394
797,1.9012368
798,0.059045106
799,1.8938591
800,0.23180091
801,0.059924483
802,0.6519713
803,0.72202826
804,0.09428573
805,0.079803914
806,0.41816995
807,0.15670308
808,0.55911916
809,0.020377457
810,0.30572748
811,0.5098998
812,0.5098998
813,0.1184507
814,0.054326832
815,0.22351569
816,0.29539466
817,0.01978895
818,0.1539703
819,0.14927077
820,0.24870625
821,0.10919863
822,0.21034265
823,0.46023035
824,0.1240817
825,0.12488985
826,0.19938684
827,0.45491883
828,0.05713889
829,0.14219424
830,1.2501159
831,0.15914795
832,0.025783688
833,0.272219
834,0.6598985
835,0.15680975
836,0.2539922
837,0.5344266
838,0.29101586
839,0.06152621
840,0.04533142
841,0.17862195
842,0.07229787
843,0.118475586
844,0.41372442
845,0.08733609
846,0.036638558
847,0.21471038
848,0.09054312
849,0.0843927
850,0.118727505
851,0.23560923
852,0.44999576
853,0.118475586
854,0.21484971
855,0.36303994
856,0.5056633
857,0.7814503
858,0.49115798
859,0.39047974
860,0.11740512
861,0.15872148
862,0.47423008
863,0.31616867
864,0.5121627
865,0.7841481
866,0.7711483
867,0.24467105
868,0.9727882
869,0.1633291
870,0.4825906
871,0.14553654
872,0.13501534
873,0.53829676
874,0.29548153
875,0.8489651
876,0.19953358
877,0.1425834
878,0.3028034
879,0.37996125
880,0.14282393
881,1.0015748
882,0.43778825
883,0.81934977
884,0.3203625
885,0.810415
886,0.22016728
887,0.22095484
888,0.29353422
889,0.19225377
890,0.38522458
891,0.72456765
892,0.63915765
893,0.08699551
894,0.24080583
895,0.10761511
896,0.23400515
897,0.05859676
898,0.18999666
899,0.3579619
900,0.06450015
901,1.762698
902,0.07253924
903,0.15577039
904,0.55617106
905,0.44049823
906,0.8582506
907,0.3226212
908,0.67962027
909,0.25838396
910,0.26641464
911,0.054221004
912,0.80287015
913,0.3157128
914,0.020649433
915,0.19768462
916,0.21906897
917,0.033203185
918,0.14899963
919,0.33510888
920,0.07929391
921,0.742472
922,0.07016215
923,0.12811592
924,0.26575446
925,0.18519148
926,0.19107145
927,0.08921075
928,0.75760806
929,0.76421696
930,0.110126704
931,0.17863151
932,0.6522966
933,0.26373222
934,0.32765532
935,0.46767232
936,0.34407878
937,0.37136912
938,0.10495308
939,0.13551664
940,0.09030542
941,0.22871214
942,0.10196799
943,0.8254409
944,0.13711438
945,0.029256344
946,0.09025136
947,0.1532856
948,0.23485368
949,0.24909213
950,0.26554525
951,0.036812335
952,0.019900054
953,0.025920749
954,0.23537338
955,0.16772982
956,0.6547942
957,0.038285196
958,1.0625188
959,0.79366714
960,0.4892833
961,0.069428325
962,0.4201144
963,0.066770256
964,0.9966504
965,0.31410939
966,0.28744012
967,0.22189635
968,0.099657625
969,0.19510981
970,0.09741756
971,0.12433967
972,0.026446462
973,0.13583124
974,0.09977874
975,0.053318232
976,0.13437662
977,0.7848153
978,0.59736484
979,1.1951976
980,0.22225177
981,0.17199862
982,0.63103175
983,0.03677997
984,0.02432102
985,0.544067
986,0.6363225
987,0.34119773
988,0.15646127
989,0.14048642
990,1.1415462
991,0.5818909
992,0.10248619
993,2.161634
994,0.5038713
995,0.4214601
996,0.08181441
997,0.4924815
998,0.18518203
999,0.032851517
1000,0.84866405
1001,0.33159298
1002,0.8273325
1003,0.15875688
1004,0.10656208
1005,0.288275
1006,0.032086134
1007,0.040272444
1008,0.60537875
1009,0.14330482
1010,0.097810626
1011,0.19870201
1012,0.4441863
1013,1.8619508
1014,0.44544667
1015,0.27729285
1016,0.005434066
1017,0.023596764
1018,0.16122478
1019,0.6346139
1020,0.16204023
1021,0.4979464
1022,0.007880956
1023,0.093358845
1024,0.54467005
1025,0.04147303
1026,0.49583572
1027,0.46516228
1028,0.18289465
1029,0.05721602
1030,0.113137394
1031,0.85502255
1032,1.0474224
1033,0.0
1034,0.81360763
1035,0.072107226
1036,0.04260111
1037,0.96129215
1038,0.18516517
1039,0.005977541
1040,0.34481436
1041,0.19426733
1042,0.9604759
1043,0.095410526
1044,0.36773825
1045,0.08261195
1046,0.5370073
1047,0.30037013
1048,0.024582475
1049,0.47521627
1050,0.38237438
1051,0.41052437
1052,1.1367098
1053,0.4370734
1054,0.32003897
1055,0.3310796
1056,0.35985976
1057,0.67523944
1058,0.07584995
1059,1.4971476
1060,0.2213414
1061,0.65971315
1062,0.014223993
1063,0.1253652
1064,0.43535715
1065,0.1607857
1066,0.17506647
1067,0.4447895
1068,0.0712958
1069,0.26840132
1070,0.17157972
1071,0.01481691
1072,0.06354323
1073,0.29129988
1074,0.24610808
1075,0.25879502
1076,0.39265594
1077,3.3122256
1078,0.49110848
1079,3.307999
1080,0.07286513
1081,0.4260826
1082,0.045548856
1083,0.34932855
1084,0.103458315
1085,0.18490008
1086,0.065101564
1087,0.66006905
1088,0.8709348
1089,0.8987139
1090,2.2987046
1091,0.5063028
1092,0.7494098
1093,0.005977541
1094,0.09692767
1095,0.08822328
1096,0.5907541
1097,0.28323513
1098,1.2847785
1099,0.6549307
1100,0.1348249
1101,0.24502015
1102,0.2915582
1103,0.5120597
1104,0.6715309
1105,0.14610621
1106,0.30973506
1107,0.36182418
1108,0.048253596
1109,0.43978384
1110,0.20755583
1111,0.01939699
1112,0.2951019
1113,0.096169084
1114,0.09976068
1115,0.05163783
1116,0.1083442
1117,0.022927642
1118,0.14567763
1119,0.12700948
1120,0.23322538
1121,0.068077
1122,0.18872258
1123,0.0
1124,0.16568017
1125,0.12707129
1126,0.2162827
1127,0.104100615
1128,0.08535725
1129,0.13275138
1130,0.057218432
1131,0.42078593
1132,0.2035903
1133,0.07717076
1134,0.10891107
1135,0.11989668
1136,0.14717197
1137,0.89011663
1138,0.31978446
1139,0.07731587
1140,0.087602705
1141,0.058521748
1142,0.17216942
1143,0.05378747
1144,0.13439399
1145,0.348472
1146,0.14832255
1147,0.16618642
1148,0.0993548
1149,0.21339637
1150,0.029136091
1151,0.24169877
1152,0.025920749
1153,0.1561063
1154,0.4474785
1155,0.15289196
1156,0.16078845
1157,1.5849487
1158,1.9154958
1159,0.31691492
1160,0.07528001
1161,0.20889586
1162,0.23963448
1163,0.067923814
1164,0.05125314
1165,0.017258763
1166,0.14701256
1167,0.49651137
1168,0.16362011
1169,0.3120603
1170,0.749053
1171,0.20638654
1172,0.092603564
1173,0.04606116
1174,0.017959297
1175,0.017959297
1176,0.017959297
1177,0.014559776
1178,0.12811667
1179,0.08655909
1180,0.22011301
1181,0.4815402
1182,0.1581173
1183,0.16065568
1184,0.403445
1185,0.10779679
1186,0.09911525
1187,0.65971315
1188,0.10107282
1189,1.5306271
1190,0.07535383
1191,0.007880956
1192,0.3228705
1193,0.7973955
1194,0.108282804
1195,0.40238947
1196,0.13221201
1197,0.11043921
1198,0.077353865
1199,0.5569595
1200,0.31588575
1201,0.1452662
1202,0.007880956
1203,0.29475227
1204,0.3643934
1205,1.1091164
1206,0.19156218
1207,0.13779724
1208,0.089220256
1209,0.02735126
1210,0.1581102
1211,0.0911389
1212,2.2635584
1213,0.6428206
1214,0.20265666
1215,0.1127229
1216,0.2599417
1217,0.58103913
1218,0.23953018
1219,0.22488743
1220,0.07726899
1221,0.09682718
1222,0.0911389
1223,0.1390087
1224,0.16296181
1225,0.017959297
1226,0.12517169
1227,0.059045106
1228,0.42243612
1229,0.353517
1230,0.32354605
1231,0.49169844
1232,0.35360056
1233,0.12517169
1234,0.21103328
1235,0.4565199
1236,0.43670425
1237,0.23661545
1238,0.059045106
1239,1.4226303
1240,0.14939958
1241,0.42139277
1242,0.2355605
1243,0.38960272
1244,0.15024376
1245,0.13329107
1246,0.8461282
1247,0.47743657
1248,0.15619901
1249,0.20245537
1250,0.21096924
1251,0.029912204
1252,0.04030478
1253,0.19346783
1254,0.26370823
1255,0.0903523
1256,0.6107472
1257,0.06821114
1258,0.007880956
1259,0.3519103
1260,0.32538855
1261,0.18405804
1262,0.1148822
1263,0.03444472
1264,1.1391001
1265,0.44919878
1266,0.15691349
1267,0.8519008
1268,0.17670253
1269,0.26062387
1270,0.28749725
1271,0.17125481
1272,0.09906608
1273,0.24715254
1274,0.017258763
1275,0.13465258
1276,0.17990968
1277,0.16618642
1278,1.3323977
1279,0.33418584
1280,0.031277955
1281,0.12458712
1282,0.16990733
1283,0.12030825
1284,0.4686116
1285,0.18123299
1286,0.062009007
1287,0.533823
1288,0.0057364106
1289,0.202957
1290,0.11761084
1291,0.42512602
1292,0.4198755
1293,0.15910324
1294,0.58670896
1295,0.2803071
1296,0.16287944
1297,0.1929946
1298,0.74581087
1299,0.23150724
1300,0.24340084
1301,0.7498163
1302,0.2815469
1303,0.40691566
1304,0.6317079
1305,0.2911525
1306,0.0911389
1307,0.093833834
1308,0.23094743
1309,0.21168905
1310,0.051629364
1311,0.10872987
1312,0.63748515
1313,0.22006038
1314,0.35837305
1315,0.050424278
1316,0.23328707
1317,0.1158576
1318,0.6762303
1319,0.19681844
1320,0.20135593
1321,0.1297782
1322,0.6812397
1323,0.2050249
1324,0.076336384
1325,0.41231507
1326,0.023253739
1327,0.10774064
1328,0.18822712
1329,0.0811255
1330,0.015975207
1331,1.129467
1332,0.145883
1333,1.7575594
1334,0.7572721
1335,0.0
1336,0.41761804
1337,0.2479788
1338,0.3203858
1339,0.18727463
1340,0.017258763
1341,0.017258763
1342,0.22224292
1343,0.08684555
1344,0.009724975
1345,0.026985615
1346,0.017258763
1347,0.10491827
1348,0.093036026
1349,0.35848305
1350,0.042823404
1351,0.10996619
1352,0.040029436
1353,0.16711584
1354,0.17896056
1355,0.9512847
1356,0.38430175
1357,0.10246405
1358,0.15409571
1359,0.36634088
1360,0.80197865
1361,0.6637986
1362,0.16939554
1363,0.15865675
1364,0.22717297
1365,0.1103932
1366,0.101920485
1367,0.12709534
1368,0.22309768
1369,0.24223575
1370,0.49115798
1371,0.02528423
1372,0.083982795
1373,0.15325311
1374,0.10865402
1375,0.2073046
1376,0.32623586
1377,0.059744358
1378,0.15117592
1379,0.14556944
1380,0.2097744
1381,0.07650107
1382,0.3183567
1383,0.3159208
1384,0.21397883
1385,0.65912133
1386,0.2143555
1387,0.08213851
1388,0.19105244
1389,0.2126114
1390,0.2245816
1391,0.11649871
1392,0.13765293
1393,0.05062309
1394,0.08780983
1395,0.19966424
1396,0.22069529
1397,0.30690312
1398,0.16344884
1399,0.12743485
1400,0.24442479
1401,0.31639445
1402,0.2528998
1403,0.6688327
1404,0.36260962
1405,0.069759846
1406,0.07445985
1407,0.025011957
1408,0.05353999
1409,0.070622236
1410,0.12612888
1411,0.07119718
1412,0.12903172
1413,0.27975464
1414,0.069079965
1415,0.01651445
1416,0.07261589
1417,0.327693
1418,0.047284514
1419,0.17814353
1420,0.19225377
1421,0.2494159
1422,0.22945878
1423,0.11661941
1424,0.055742025
1425,0.0824649
1426,0.24474508
1427,0.19076538
1428,0.046456248
1429,0.10568094
1430,0.051279634
1431,0.116637915
1432,0.16655657
1433,0.06228873
1434,0.37904835
1435,0.15418693
1436,0.052517354
1437,0.119315684
1438,0.10483089
1439,0.0823499
1440,0.15025339
1441,0.08297032
1442,0.2332122
1443,0.16702557
1444,0.059045106
1445,0.21625534
1446,0.059045106
1447,0.36221465
1448,0.25838977
1449,0.3944493
1450,0.1367248
1451,0.95916957
1452,0.36355975
1453,0.10277274
1454,0.11237931
1455,0.13752326
1456,0.06998053
1457,0.055538952
1458,0.28670347
1459,0.88645303
1460,0.16711584
1461,0.0911603
1462,0.16559827
1463,0.21548566
1464,0.08395013
1465,0.12659898
1466,0.19163597
1467,0.48710787
1468,0.47583613
1469,0.12637612
1470,0.15384105
1471,0.21187186
1472,0.18842223
1473,0.12715244
1474,0.2521345
1475,0.3648566
1476,0.16240096
1477,0.3828131
1478,0.16466215
1479,0.27109843
1480,0.15718716
1481,0.17223743
1482,0.80782413
1483,0.027035147
1484,0.018527329
1485,0.025618494
1486,0.15754539
1487,0.088986814
1488,0.06255397
1489,0.52729386
1490,0.89137244
1491,0.20738322
1492,0.24648094
1493,0.023612559
1494,0.12494543
1495,0.04842338
1496,0.03488812
1497,2.4482994
1498,0.30809033
1499,0.07646614
1500,0.09618017
1501,0.025920749
1502,0.1762329
1503,0.18883142
1504,0.06714386
1505,0.15427119
1506,0.10017893
1507,0.021588027
1508,0.17135125
1509,0.21397883
1510,0.05752346
1511,0.08344042
1512,0.025920749
1513,0.061252594
1514,0.38960272
1515,0.13452908
1516,0.047030985
1517,0.09907788
1518,0.08562243
1519,0.13362968
1520,0.1146768
1521,0.40123597
1522,0.47251752
1523,0.118741006
1524,0.17973405
1525,0.5229871
1526,0.053318232
1527,0.115190625
1528,0.014223993
1529,0.15746903
1530,0.11074048
1531,0.8784088
1532,0.09734994
1533,0.17502809
1534,0.18437219
1535,0.17913494
1536,0.42961448
1537,0.029747218
1538,0.301553
1539,0.106589645
1540,0.10635403
1541,0.10635403
1542,0.20969543
1543,0.15101662
1544,0.038890094
1545,0.016345471
1546,2.7415962
1547,0.053606987
1548,0.089244425
1549,0.08552322
1550,0.107712686
1551,0.36639374
1552,0.15012601
1553,0.025920749
1554,0.025920749
1555,0.24787137
1556,0.11343655
1557,0.14126188
1558,0.08215299
1559,0.005217701
1560,0.08280912
1561,0.15856841
1562,0.062136292
1563,0.37708429
1564,0.73210686
1565,0.15335512
1566,0.23558024
1567,0.0813286
1568,0.107712686
1569,0.04462412
1570,0.16912243
1571,0.2815988
1572,0.011699855
1573,1.2847785
1574,0.32504925
1575,0.14479849
1576,0.24563342
1577,0.014636248
1578,0.09297639
1579,0.0051885247
1580,0.018816054
1581,0.07517025
1582,0.75112015
1583,0.13125488
1584,0.22972864
1585,0.017192572
1586,0.012238294
1587,0.17525718
1588,0.015517443
1589,0.005977541
1590,0.049184233
1591,0.0
1592,0.30795127
1593,0.07887906
1594,0.0956949
1595,0.12137762
1596,0.0
1597,0.13084134
1598,0.017258763
1599,0.022779495
1600,0.05309266
1601,0.03722918
1602,0.11757848
1603,0.33764315
1604,0.7347745
1605,0.0076650977
1606,0.039273053
1607,0.0093918145
1608,0.5603768
1609,0.20403329
1610,0.08557126
1611,0.059045106
1612,0.08795464
1613,0.42185313
1614,0.16691244
1615,0.34943193
1616,0.00044041872
1617,0.005219847
1618,0.31983024
1619,0.009555727
1620,0.021883339
1621,0.6056199
1622,0.067242116
1623,0.016345471
1624,0.0003568828
1625,0.018783212
1626,0.7347745
1627,0.5782596
1628,0.025920749
1629,0.4286076
1630,0.04313147
1631,0.025920749
1632,0.020461798
1633,0.04966274
1634,0.033203185
1635,0.01670894
1636,0.0
1637,0.0032501519
1638,0.091045916
1639,4.193146
1640,0.021784961
1641,0.040718228
1642,0.067462444
1643,0.050844938
1644,0.0790917
1645,0.07066122
1646,0.08529833
1647,0.34611782
1648,0.017258763
1649,0.029256344
1650,0.037953407
1651,0.054347903
1652,0.2112183
1653,0.37996125
1654,0.594875
1655,0.26216823
1656,0.20595801
1657,0.23055273
1658,0.11226028
1659,0.2487205
1660,0.13947976
1661,0.020224392
1662,0.22592127
1663,0.21138453
1664,0.94964397
1665,0.081395954
1666,0.090105146
1667,0.23560923
1668,0.23422167
1669,0.06731069
1670,0.08971244
1671,0.12329805
1672,0.16240317
